gene,A1,A2,A3,A4,I1,I2,I3,I4,L1,L2,L3,L4,S1,S2,S3,S4
Gene20002,0.1090856,5.78E-27,0.00712222,1.36E-26,0,1.065491,1.220799,2.497071,0,0,3.017798,0.2047103,7.088274,3.903714,2.765987,3.222648
Gene20003,2.041147,1.754767,1.695865,1.061861,1.269269,8.532925,13.84067,16.25237,6.568101,4.45E-46,12.74678,0.6799916,15.93718,16.77775,14.01744,12.13287
Gene20004,1.805466,1.003434,0.845161,1.876652,1.865697,1.315905,0.8325789,3.125476,0,0,0.1008805,0,0.5181935,0.865692,2.859948,3.457652
Gene20005,0.5491558,1.278573,0.3018598,0.7329596,1.186821,0.3831213,2.103462,1.9984,0,0,0.1703088,0,1.916016,1.782926,0.1677859,1.436263
Gene20006,0.2927053,0.2802068,0.4030948,0.9194809,2.302803,0.9541138,1.614841,1.082051,0.9515255,0,0.2311859,0,0.9755368,0.1004047,0.2265274,0.3894731
Gene20007,37.86354,48.52982,47.69256,43.51953,67.54282,65.58043,86.58041,86.48222,0,0,0,0.1024881,86.84577,77.86047,76.30741,86.41433
Gene20008,1.18E-37,0.06951521,6.47E-33,0.3673485,0.6016604,7.64E-41,0.420144,0.2058576,2.67E-29,7.32E-33,0.1636076,0,0.3889807,0.2187798,4.58E-21,0.4794241
Gene20009,23.02589,24.97519,22.60867,24.71428,30.81211,34.72129,28.794,28.72145,13.45233,5.188585,18.67965,1.875058,33.50528,31.61068,21.59738,27.33605
Gene20010,2.561016,2.978383,5.336968,4.483243,8.579536,11.40876,14.8488,14.5045,11.44465,2.327229,19.35722,2.158488,21.42308,19.73154,15.31785,14.91629
Gene20011,1.959682,2.690291,0.4991776,2.97128,0.1750107,4.468647,5.888696,8.224567,0.4273162,0,0.5772483,0,7.68677,8.509971,4.973294,7.154558
Gene20012,0.8110376,0.6578277,0.9012458,0.9903331,1.719648,1.293197,1.942197,2.566484,0,1.443279,0.5999689,0.5181616,1.792337,2.320923,0.7132878,0.7105672
Gene20013,2.068201,1.799927,2.041019,3.551725,7.184614,6.358303,8.936064,9.088717,192.4262,140.597,205.6296,96.08527,10.29924,12.47455,11.69335,9.076128
Gene20014,0.1023274,9.51E-08,2.419998,1.213186,1.712534,0.01379193,0.7018345,0.000183524,0.0278256,0.006147907,1.37E-05,0.303995,0.2558786,0.06806027,2.235342,1.964895
Gene20015,1.017867,1.254486,1.436302,1.488525,2.106758,0.4641976,0.1794521,0.5265422,0,0.157127,0,5.81E-43,0,0,0,2.10E-56
Gene20016,2.673813,2.683965,2.832863,1.579443,3.092219,7.217376,2.844815,0.7745905,2.998801,0,0.6708917,0,1.767656,0.5448854,1.846253,2.659362
Gene20017,19.32181,17.83754,24.92877,13.91689,24.8866,39.82083,43.62702,39.01511,19.21573,14.96389,30.32414,6.607271,47.82188,45.91088,43.84548,35.29429
Gene20018,3.311338,2.742747,3.007785,2.548559,3.212679,6.192303,8.123539,10.51839,0.9239562,0,1.299804,0,10.62037,10.66992,12.5627,12.33725
Gene20019,1.001471,1.17741,0.568782,1.405251,1.449536,1.060205,2.0689,1.518244,8.643647,9.751321,9.942248,9.802751,1.258662,0.8394238,0.07465945,0.9477292
Gene20020,0,0,0.1277744,0.04175335,0,0,0.2222634,0.2195063,0.6487534,0,2.187123,0,1.10903,0.1445777,0.09731032,1.295579
Gene20021,12.78724,13.46848,8.278772,8.34817,10.58369,3.882291,4.207419,7.191862,32.33819,26.09161,9.286769,3.260787,2.099472,3.69323,1.642421,4.533978
Gene20022,81.24426,65.44699,103.263,88.33397,38.29525,41.16006,49.96418,47.04312,35.45112,9.690906,49.10499,9.229713,62.95692,52.05453,90.51206,85.68678
Gene20023,0.8007362,0.8174683,0.4492355,1.93E-28,0.1170345,0.5539432,1.423878,0.2909971,0,0,0.1028532,0.8208878,1.49E-20,0.1054934,0.3617741,0.4946636
Gene20024,1.225356,1.959764,1.035507,0.4797945,1.637393,5.485613,10.59018,14.39317,1.116324,0,2.123045,0,12.38484,13.44331,17.85113,13.71998
Gene20025,7.898075,7.193314,7.233676,10.83034,13.25105,10.30737,17.56687,17.3698,10.1675,3.20913,9.64496,3.362343,11.62739,12.58718,8.338983,13.44821
Gene20026,19863.29,17680.88,18265.31,16965.33,12567.78,19202.85,17262.07,17006.04,4653.89,3987.959,5096.153,10249.16,11410.49,10962.07,11853.66,12742.23
Gene20027,22.77,32.89546,28.39188,24.63258,39.55223,43.24767,41.29587,39.81562,53.6254,36.92656,39.02019,33.69478,41.32536,35.71332,32.66947,28.57321
Gene20028,17.53413,17.9118,16.7069,11.98504,1.89993,13.64014,10.90347,13.91949,0,0,1.412728,4.296106,3.773944,3.54943,5.760022,4.422179
Gene20029,121.2095,159.2836,138.4658,161.4664,172.6168,80.38833,77.46047,85.77371,0,0,0,0,65.04098,50.10387,49.16197,63.7709
Gene20030,0.9649123,1.388171,1.226384,1.083181,0.3882056,1.546081,0.5788611,1.041107,22.55385,19.69977,18.03002,23.88772,1.47219,0.9506363,0.3889115,1.914525
Gene20031,1.82791,1.457152,1.653994,1.601297,1.311017,2.103249,1.848277,2.333869,0,0,0.1061744,0,1.701874,1.029999,0.8158817,0.8456327
Gene20032,27.45156,25.91235,19.2789,16.77363,11.81684,20.94479,15.52013,15.95126,15.671,18.73266,8.759183,14.35133,11.83403,13.20024,13.94998,11.77063
Gene20033,2.244555,1.629369,1.657813,1.830743,1.060916,0.8604769,0.09271096,0.41525,0.04225076,0.2323642,1.15E-20,0.2410141,3.33E-18,5.91E-19,1.69E-19,2.36E-22
Gene20034,2.016916,1.144072,2.458893,1.441047,8.624959,3.560715,4.67152,3.810296,21.98313,5.865224,14.72545,4.685124,3.769555,5.476267,5.74143,2.546615
Gene20035,9.308434,11.29161,8.160791,14.7739,13.59458,6.616662,10.97703,11.68065,4.408247,0,7.757742,0.4435521,10.74172,13.58316,14.61236,12.78851
Gene20036,1.683429,0.7618012,1.635232,1.787523,1.396478,0.7984336,0.6190823,0.9174183,26.80092,16.74356,37.89499,10.381,0.5623086,2.266461,1.994344,1.635043
Gene20037,10.27637,4.386378,8.261725,11.78312,4.612909,5.412965,10.15995,12.46779,51.77486,24.20752,115.0082,24.19533,9.771461,14.85171,13.81445,10.17781
Gene20038,11.82857,10.01657,12.50415,12.11391,20.61178,16.75165,23.74653,25.25645,19.54477,3.622043,20.17366,2.281828,27.30531,30.7117,30.21375,23.39273
Gene20039,0,0,0.117868,0.04044309,0,0,0.184708,0.17691,0.4853122,0,1.326453,0,0.733128,0.2619489,0.09012345,0.8364921
Gene20040,8.540089,8.742257,7.928874,7.86021,10.86949,13.56961,9.575738,7.956607,6.975664,13.02452,3.080208,1.408265,9.624075,6.937087,4.414745,7.613141
Gene20041,1.068795,1.31774,0.7987273,1.097479,3.00252,3.316577,1.982747,1.743565,1.078131,0.1857961,3.14057,2.94E-20,8.271625,4.41364,5.462953,6.151975
Gene20042,0.9064942,0.3923672,0.7613613,0.850019,0.7192078,1.136522,2.115564,3.065162,20.33347,4.697567,25.68697,16.78728,2.339475,3.966319,2.555399,2.150783
Gene20043,22.99615,21.95263,23.34344,21.75122,40.93952,37.48408,46.05563,47.82118,42.13515,23.18602,45.33475,13.74256,57.44174,54.08933,57.6067,55.8186
Gene20044,5.63E-30,1.84E-16,3.01E-29,2.09E-21,3.02E-33,1.50E-21,2.89E-33,4.54E-27,9.802074,2.922437,16.91682,3.208626,1.97E-32,9.95E-30,4.31E-21,9.08E-34
Gene20045,2.975237,1.119424,1.800483,3.544452,1.385921,5.246104,8.156179,4.524896,1.382132,1.604493,2.428077,1.34E-39,8.70044,5.118083,3.916922,3.575503
Gene20046,0.5400553,0.9329138,0.7845042,0.2036778,2.412024,1.241941,0.8542221,2.310518,4.004744,1.410617,11.71857,1.009329,3.690151,4.103462,2.999643,3.968839
Gene20047,23.81976,22.55476,22.66746,28.51285,28.51885,24.03189,29.08548,33.70577,5.571039,0.9270044,3.410044,0,29.0768,29.01926,22.37116,23.24383
Gene20048,13.10202,10.6197,16.4402,21.8963,20.34656,26.55159,21.51621,24.51628,8.117994,0.6335422,7.549207,7.12E-17,29.01563,33.77888,26.27317,19.73339
Gene20049,3.819992,4.0651,3.359841,5.324767,15.97409,12.47257,12.64945,9.156169,2.005968,1.229909,3.188568,4.537643,13.75282,18.58487,15.76777,12.04787
Gene20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20051,0,1.259112,0.6789057,1.245934,5.225146,6.579913,9.369681,6.751025,2.800037,0,0,0,6.41277,10.09659,8.39524,3.890111
Gene20052,0.844879,0.8183865,1.55146,0.9188319,3.529965,3.968849,3.107169,5.186812,3.720886,0.8653771,6.329301,1.441981,4.558859,5.354101,4.586977,6.483902
Gene20053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20054,2.947733,1.822814,2.379387,2.909403,1.433807,3.018888,2.232609,3.069202,4.691417,0.4037979,1.910858,0.4384295,3.177621,3.055944,2.902605,2.72271
Gene20055,7.13E-08,4.31E-22,2.48E-15,4.16E-20,3.29E-30,8.81E-30,1.37E-36,4.75E-21,0.5738432,9.19E-41,2.345502,3.516498,9.80E-20,2.51E-28,1.79E-18,3.37E-34
Gene20056,17.31609,14.16102,13.66495,14.16372,9.511916,20.08361,17.05897,20.73009,8.520768,2.090386,11.00397,10.47264,16.5352,19.54937,20.872,16.69645
Gene20057,5.429872,3.504321,6.325011,4.1996,4.720534,10.14698,15.03725,18.93159,1.43E-24,1.21E-10,0.5032862,1.42E-22,19.48194,18.03302,21.76769,15.37977
Gene20058,6.36E-24,6.02E-20,5.21E-16,0.3042553,0.2344092,9.34E-26,1.02E-20,2.93E-16,7.04E-23,0.1895687,0.1451847,4.076006,3.14E-20,5.16E-17,1.82E-19,0.06308855
Gene20059,3.244784,3.353286,1.918851,3.679388,3.792389,7.982952,6.112605,8.494078,11.89543,1.44088,36.47796,4.596731,8.148603,11.53264,11.65397,8.170052
Gene20060,7.994629,4.15925,8.50432,7.419006,5.806421,11.74187,10.11548,7.752597,13.58879,5.905761,16.60307,1.762661,16.79405,15.43311,34.05167,15.73205
Gene20061,6.163971,1.91706,7.373129,7.175184,11.01454,4.827514,7.296022,8.023846,1.87E-15,1.26E-25,1.76E-08,2.57E-23,13.75493,8.489356,31.3094,11.3102
Gene20062,3.032206,3.27603,4.261222,5.012365,4.181563,3.341786,8.001737,8.608694,0.08592765,1.05E-07,3.01E-15,0,10.70284,9.528488,12.87754,12.80708
Gene20063,0.7152536,0.5582585,0.7309164,0.0865498,1.099737,0.1706507,1.552547,2.16786,0,0,0,0,1.447048,1.17415,1.510717,2.042433
Gene20064,0.1370942,2.27E-26,5.37E-50,3.36E-29,4.18E-68,6.08E-53,1.13E-31,0.05560964,0,1.40E-45,2.09E-30,1.96E-42,2.29E-41,3.83E-30,1.14E-29,2.75E-38
Gene20065,5.212488,4.24147,3.363849,3.730853,4.174333,9.743692,10.09226,10.72501,5.560888,0.5790598,5.03593,0,9.489836,8.607004,7.308998,7.233301
Gene20066,0,0.01794442,0,0,0,0,0.08359938,0,0,0,0,0,0.01849844,1.54E-19,0.07828896,5.82E-10
Gene20067,1.87E-30,8.38E-29,6.19E-21,3.92E-21,2.14E-18,7.60E-30,8.76E-25,1.33E-13,2.026868,1.359268,2.615049,1.533584,3.25E-27,1.40E-27,4.99E-20,1.38E-19
Gene20068,16.77192,16.72847,18.00011,16.15745,16.59875,17.13369,24.19553,23.48933,12.50093,2.937996,11.36815,2.408875,29.84582,27.3553,26.24915,29.02069
Gene20069,25.05616,19.87562,14.01313,13.64453,7.960809,11.96861,10.71873,12.38921,0,0,0,0,14.21882,8.347186,17.62446,15.45584
Gene20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20071,0.2822968,0,0.07761195,0,0.07096913,4.38E-12,0.06240004,0.3679711,0.009943594,0,5.30E-07,1.28E-35,0,0.0747279,6.82E-09,0.07164518
Gene20072,0.2192012,0.04569506,0.14312,0.04579041,0.6611761,0.9318254,1.416089,2.121572,5.48E-24,3.53E-18,0.04859507,0,1.831873,1.155738,2.80517,2.057689
Gene20073,2.525241,4.097491,2.772363,4.521448,5.696965,2.324291,2.357024,2.577333,13.43553,3.041115,6.29021,1.960686,0.6114912,2.28047,1.212321,1.235868
Gene20074,19.48871,13.70189,20.75116,15.95018,15.52859,28.04456,29.81447,25.62073,3.29604,0.03190431,5.471164,0.1733367,50.49271,42.88757,108.5911,45.42877
Gene20075,3.603394,5.15572,4.472404,1.037732,5.981942,10.96385,11.90374,10.87572,1.241344,0,1.572168,0,13.81009,16.16818,17.95987,13.5128
Gene20076,15.38034,14.23882,15.9019,17.2412,32.66211,20.85094,27.78157,27.97231,31.25451,11.57035,39.7909,4.562409,27.42718,29.00768,31.21124,31.12197
Gene20077,12.20424,9.435705,7.937089,7.11691,5.529375,9.143896,12.71482,10.52718,0.5267967,1.311423,1.131083,0.6595095,10.4098,14.13452,10.7964,11.00632
Gene20078,13.43664,19.91536,16.52429,16.52169,28.77623,29.65046,32.67685,31.79548,28.38963,7.67314,30.41959,4.905793,34.11004,36.68649,33.96596,33.40138
Gene20079,0.684624,1.646478,2.415404,0.7973324,4.531046,1.168272,1.008385,0.5725926,0.4654452,0.3092148,6.73E-06,0,1.421763,0.9171341,0.03137539,0.7488767
Gene20080,9.032165,5.949414,9.241158,8.742225,9.486394,6.424715,8.034514,6.16903,1.621882,0,3.472146,0.4153129,6.525448,3.577659,7.108122,3.789814
Gene20081,0.0757958,0.2651472,0.1587542,8.87E-21,0.1120555,0.01576249,0.1400608,1.097706,0.5193785,3.33E-24,0.1671931,4.86E-18,1.11E-05,1.39E-22,0.001486064,4.58E-20
Gene20082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20085,4.439812,3.219653,2.508661,2.732156,2.174523,4.664017,2.5175,3.89633,5.541727,0.2183904,10.51449,1.305729,5.909046,4.084045,3.28274,7.988539
Gene20086,2.440513,1.058211,0.878437,2.728828,1.576226,0.04582352,0.203193,1.053265,0.004316339,0.05645392,2.350835,1.47E-06,5.253412,0.9206854,1.712301,1.948308
Gene20087,1.77E-19,1.61E-19,1.16E-20,9.54E-15,3.35E-19,5.77E-18,2.19E-25,9.75E-28,3.19E-20,5.80E-19,3.22E-20,3.42E-21,5.08E-21,3.99E-20,7.43E-21,2.20E-21
Gene20088,5.28E-20,6.28E-19,0,4.10E-20,1.12E-19,0,0,0,0,0,1.05E-07,0,0,0,0.1176626,0
Gene20089,2.332235,6.290959,6.264702,5.337613,6.221773,6.875675,12.27104,9.40182,95.40859,56.12347,90.18922,76.70267,10.59433,11.41601,11.50576,8.567641
Gene20090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20091,7.567256,4.929828,7.361268,5.759466,13.4336,13.45939,21.32972,19.98719,23.65342,4.345054,19.10825,2.392866,22.30997,20.52747,20.22004,20.86439
Gene20092,62.58519,72.85412,74.56025,76.66752,115.3791,73.29038,58.06493,61.81901,247.5642,205.3019,244.9558,249.425,73.65392,68.13554,61.04989,63.45056
Gene20093,0,0.8215306,0,0.4030935,0,0.3655033,0,0,0,0,0,0,0,0,0,0
Gene20094,0,0.3970068,0,0.6135024,0.883935,0.5159912,1.793207,2.465457,0,0,0,0,3.105415,4.054699,1.317099,1.700489
Gene20095,196.3916,224.8795,213.9229,195.6163,189.5389,264.1751,367.9379,378.2302,655.497,230.0543,883.5501,393.019,460.4636,451.6369,410.292,449.9346
Gene20096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20097,0.5251825,0.8285232,0.6263637,1.44E-14,3.996706,2.582318,3.178909,1.541993,1.21E-06,0.000660015,1.049307,0.0348371,1.403858,1.654911,1.434166,2.140262
Gene20098,4.69E-23,7.21E-27,1.08E-18,9.96E-20,2.87E-22,1.04E-40,1.68E-29,1.86E-24,5.28E-28,0,0,1.29E-23,5.95E-22,1.25E-21,7.18E-19,6.86E-20
Gene20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20100,4.409615,6.312912,6.144376,3.646403,3.094851,10.26664,10.28915,12.15199,0.8646353,0,1.440699,0,8.833787,9.649164,9.925093,10.28072
Gene20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91E-56
Gene20102,8.413911,8.135106,4.212555,6.393361,2.057903,9.382249,11.33772,13.30041,0,0,0,0,21.80632,19.48512,13.30582,13.49047
Gene20103,66.37709,59.80169,62.67426,67.93905,74.04885,34.33352,29.76634,31.78237,2.85E-28,3.22E-17,6.92E-34,2.27E-17,26.65742,29.04522,20.66073,16.70854
Gene20104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20105,0.369313,0.6397037,0.135172,0.2606584,2.014223,2.108354,4.081585,2.180329,3.63E-17,3.90E-16,1.96207,1.22E-22,0.5276373,2.734308,2.968589,3.247835
Gene20106,12.39828,3.580482,9.638468,10.46392,9.899042,1.55E-06,19.48425,8.992249,17.18484,9.709549,10.88313,8.390959,22.19241,19.3466,11.00435,10.26311
Gene20107,17.26786,19.4562,16.30553,18.70776,25.35036,22.86041,25.26003,26.07232,0.6413179,1.281426,1.091515,0,31.91202,27.75183,25.01147,29.3905
Gene20108,0.03922966,0.08673374,0,0.09326543,0.04869366,0.684159,0.5009715,1.058171,0,0,0,0,0.562478,0.4814278,0.3984579,1.519374
Gene20109,0.1083534,1.41E-11,0.05224763,0.2636203,0.1471307,0.4850029,1.06E-14,0.5641988,0.7149948,0.3298505,0.02984104,2.42E-06,0.2895303,0.2399794,0.02481402,1.70E-08
Gene20110,0,0.0995434,0.2094177,0.4923992,1.760924,0.4464887,0.2609328,1.239454,0.2360711,0.7922215,1.562118,0,1.432897,1.637307,1.393192,1.977467
Gene20111,17.11747,16.64605,18.2081,15.53783,13.37139,20.56697,30.31254,31.89828,12.8534,3.105052,18.47442,6.983051,38.5328,39.50753,42.12957,42.63683
Gene20112,3.918405,5.782282,3.123018,1.184131,1.04E-27,1.294489,0.471804,2.991463,0,0,0,1.01E-25,5.66E-35,0.4081495,0.9241163,1.307548
Gene20113,0,0.07101589,0.1864475,0.1885544,0.2635475,0.1880771,0.03010224,0.02528834,0.7752366,0.1643976,1.500847,0,0.2322379,0.1089738,1.198105,1.259064
Gene20114,26.40044,22.80222,18.32046,30.76795,36.80153,33.29315,32.43989,28.11256,13.50849,4.550772,17.26124,5.216645,26.52984,27.5985,26.02272,27.88834
Gene20115,43.2512,46.99874,42.17894,39.76555,55.12996,65.86455,62.8064,60.89165,55.04265,19.16251,51.22821,3.990022,59.64335,75.56806,68.72601,63.29375
Gene20116,1.28E-18,1.47E-21,5.36E-20,0.06153025,0.8166156,5.95E-21,7.26E-19,0.04383703,1.94E-20,1.39E-22,2.49E-22,2.76E-21,1.48E-26,1.09E-21,0.3404439,3.01E-21
Gene20117,1.73E-15,2.10E-12,1.79E-15,3.50E-18,7.99E-17,0.1351375,0.03095104,0.2656237,0.000244555,8.96E-18,7.43E-08,0,0.3541063,0.0371533,0.04479055,0.001416827
Gene20118,2.117679,2.171658,2.318905,2.335333,5.733836,6.676348,10.11801,10.51492,5.838387,0.5568028,6.809408,0,11.58426,16.96691,14.4918,8.846887
Gene20119,10.89957,9.704814,9.52874,13.46082,17.34201,15.97224,21.46871,15.20004,54.77278,33.03346,62.22171,42.7631,18.88774,18.41755,16.54502,15.53845
Gene20120,0.6515376,1.22E-20,0,0,0.1028804,0.4518593,0.06367402,0.2106495,0.334395,2.005384,1.980526,3.55015,0.2485277,0.07764031,1.60E-19,0.07520198
Gene20121,0.5114619,0.317716,0.3319797,0.757107,0.5874713,0.553798,0.26606,0.4434,0,0,0,0,1.178128,1.741,2.604677,1.904629
Gene20122,0.7969448,0.7335047,0.8863327,0.7726502,0.7298198,1.636037,3.329968,3.932954,1.119543,0.198784,2.23895,0.1319046,4.534182,5.281336,5.679909,5.287584
Gene20123,0.7969448,0.7335047,0.8863327,0.7726502,0.7298198,1.636037,3.329968,3.932954,1.119543,0.198784,2.23895,0.1319046,4.534182,5.281336,5.679909,5.287584
Gene20124,0.002521618,2.09E-18,1.06E-12,3.97E-07,2.49E-19,3.13E-14,0.1583578,0.164632,1.22E-08,1.20E-16,0.1278599,0,0.5662112,0.000529273,0.130147,0.1390752
Gene20125,0.002504441,2.07E-18,1.06E-12,3.96E-07,2.49E-19,3.07E-14,0.1562554,0.162175,1.24E-08,1.20E-16,0.1305915,0,0.5634156,0.000541179,0.1333327,0.1388936
Gene20126,6.604857,8.172204,10.11762,6.329038,5.019785,6.546028,9.977738,9.551256,1.586913,0.3790383,1.210819,0,7.591299,7.726269,7.259847,12.07235
Gene20127,1.080667,0.8854811,1.257216,1.178078,0.4134223,1.702763,5.573225,8.116957,35.82324,6.969128,59.76014,15.39903,10.63726,10.87481,11.23612,11.4825
Gene20128,0.8321496,0.4887209,0.5153489,0.4993668,0.115157,0,0.03513008,0.2369774,0,0,0,0,0,0.08351191,0.09404472,0.1609536
Gene20129,12.62636,19.03178,16.63364,23.61503,22.60169,14.31473,14.14869,14.37761,4.135549,1.708381,3.280256,0,14.47829,16.11232,16.19224,19.39587
Gene20130,7.79E-23,2.38E-21,9.02E-23,1.09E-06,1.07E-22,3.36E-07,4.49E-22,2.67E-08,1.58E-29,2.54E-20,0.1061101,6.96E-19,1.52E-21,1.32E-25,4.07E-20,6.43E-23
Gene20131,9.692631,25.96668,16.12818,11.86001,21.07634,22.08931,13.50649,17.62115,6.446194,1.117035,4.619327,0.5056883,11.0047,17.63877,9.88118,14.08804
Gene20132,0.3337166,0.3448617,0.5498076,0.2659669,1.030192,1.36058,0.0742872,0.5033511,2.90E-20,0.009795952,2.94E-21,0,1.102794,1.229475,2.897192,1.959584
Gene20133,13.46261,12.65849,9.535554,14.10039,19.7258,20.393,23.24294,22.28018,5.880645,6.867735,8.061426,3.217831,19.14151,24.04776,17.04124,19.03616
Gene20134,137.8888,118.6751,118.967,80.88509,40.5962,135.1829,94.09182,93.50182,4.90819,0,3.462658,2.141072,93.54335,109.9507,90.29443,101.2501
Gene20135,0.3896503,0.9432582,0.3329459,0.5032196,1.101825,0.2565001,0.3981566,0.6251226,4.52E-19,2.28E-13,1.08E-16,9.61E-10,0.2533163,0.05917372,0.1339622,0.7956965
Gene20136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20138,0.222463,0.5854995,0.1224644,0.6206201,0,0.1054091,0.3042785,0.08528244,0,0,0,0,0.1319978,0,0,0.1187606
Gene20139,0.2344752,1.695245,9.42E-15,2.35569,1.882164,1.223434,0.9678129,1.808214,0.8167681,4.97E-24,0.3864879,0.5965421,0.1287837,0.362112,0.008374709,0.000603629
Gene20140,4.484252,4.130208,2.953814,2.965904,4.947596,7.462792,7.924149,6.663984,2.469424,2.140564,1.76508,0,16.13307,15.56467,14.18913,15.48173
Gene20141,0,0.2539363,0,0,0,0,0.6272565,1.575113,0,0,0,0,1.572822,2.720782,1.196582,4.45676
Gene20142,9.17E-14,1.02E-31,0.04931785,0.1053605,6.44E-30,0.04114671,1.21E-15,1.40E-22,0.05101423,1.94E-35,0.1890938,1.26E-32,0.05089394,0.1417691,5.67E-17,0.1831938
Gene20143,7.78E-28,2.93E-27,3.39E-21,1.15E-20,1.02E-07,1.06E-20,9.96E-22,8.57E-32,1.39E-29,2.79E-29,6.54E-22,0,1.93E-26,4.74E-25,1.30E-27,6.48E-19
Gene20144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20145,7.299271,6.424443,5.970256,8.142171,9.403629,7.780072,6.870538,3.398948,0.8319868,2.691738,0.7077384,0.5533723,3.574739,3.667874,3.928148,5.965075
Gene20146,0.7755837,4.297643,0.2973309,2.027977,5.602167,2.594228,5.101647,4.567137,1.50E-19,2.83E-10,0.4187076,6.58E-06,3.37273,4.040494,2.610902,4.337273
Gene20147,0.8046361,0.5104072,1.057269,0.2318801,0.6271136,1.652583,2.24145,1.526678,0.6690347,0.1212931,0.913636,0,1.93594,3.045681,0.4104287,2.660828
Gene20148,4.078511,4.194759,4.449645,3.322464,2.852923,4.68387,8.338495,8.937916,0.5877958,0,2.203826,0,9.838241,8.831403,10.27782,11.99852
Gene20149,2.305233,2.139152,0.9285642,1.734452,1.876309,2.053606,1.502774,0.9785922,0.8085726,0.004341453,1.616642,0.9722967,1.749349,0.7228851,0.5493876,0.7743207
Gene20150,0.9068232,0.5662479,1.531092,0.7084284,0.3074839,2.000356,1.888086,1.689581,1.024985,0.5971182,1.561334,0.6850063,3.203649,3.686739,3.891577,2.704166
Gene20151,0.5317371,1.243641,1.707569,0.9826756,0.3064532,0.6491342,0.7100532,0.8008897,0.2100039,0.4297278,1.114603,0.4410438,0.6019865,0.6520667,0.3146546,1.716252
Gene20152,2.42E-22,3.71E-21,8.45E-22,5.27E-21,0.1632009,3.52E-25,2.40E-23,2.25E-08,2.24E-24,2.23E-22,0.105688,0,2.97E-27,6.97E-13,1.44E-20,3.24E-21
Gene20153,2.206793,0.4132135,0.2250102,2.531203,1.542066,2.90E-18,0.8147222,1.453349,0,0,0,0,8.952028,6.157137,3.641536,3.822205
Gene20154,0.6840282,3.24E-25,0.5977641,0.9677092,0.6166518,1.726412,2.35222,1.849311,1.913886,0.1479906,1.276029,0,0.7571627,2.105799,2.044356,0.9154136
Gene20155,15.57847,14.69502,15.09421,22.36107,19.56718,17.8314,17.08132,12.85892,24.41958,14.50737,40.38663,12.71871,26.17958,25.5567,23.49048,19.51274
Gene20156,9.194731,7.947009,8.402627,9.802926,5.306405,17.23541,24.87863,26.53087,4.684062,0.182043,7.08066,2.409028,28.91533,26.01352,28.51345,30.33064
Gene20157,51.50625,69.91301,63.73338,74.62482,125.5845,67.0337,71.03481,73.87946,75.70936,56.00579,94.08569,65.01928,62.28259,60.89327,52.40132,55.24365
Gene20158,10.27687,10.48814,11.06899,9.143506,11.17117,19.31577,29.98224,29.43877,3.948655,0.1143645,4.260741,0.5728899,22.6655,27.32225,29.62704,30.10484
Gene20159,0.1141155,0,0.06540188,0,0,0,0,0.08845351,0,0,0,0,0,0,0,0
Gene20160,1.45E-16,1.57E-13,2.94E-17,1.76E-16,1.41E-17,3.29E-10,1.04E-19,0.5170071,9.13E-14,3.25E-15,4.62E-19,5.72E-14,0.3860376,2.116373,1.10E-16,3.46E-10
Gene20161,22.48964,31.68144,23.47901,20.67856,29.51769,32.72747,27.96249,25.28563,15.4889,11.03141,10.97519,4.256753,27.43989,25.19723,24.61581,20.62386
Gene20162,0.4576197,1.11E-24,1.24E-10,2.03E-25,0.6593612,2.330411,1.627747,1.218017,0.2793342,4.43E-25,4.14E-33,0,2.074701,0.4899221,2.89E-47,0.2330113
Gene20163,12.68896,9.857885,13.23119,11.78436,7.622473,12.56989,10.89247,16.09365,0.7944548,0,0.416648,0.3884246,8.131203,12.70122,11.41824,9.778448
Gene20164,8.067037,8.943719,8.65104,6.22559,12.14233,11.47785,8.918434,10.93359,4.235407,1.108429,4.408523,0.173834,18.03027,21.57712,16.9525,14.79219
Gene20165,2.44129,3.533598,3.765575,3.761223,1.151394,4.796913,1.804972,2.393462,5.543217,3.046677,2.675936,0.5729829,2.940633,2.72786,2.338719,1.401716
Gene20166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene20167,0,0,0.7418901,0,1.012157,0.2101723,0.8324192,0.5167613,0,0,0,0,1.320094,0,0.5537327,3.096223
