gene,A1,A2,A3,A4,I1,I2,I3,I4,L1,L2,L3,L4,S1,S2,S3,S4
Gene27861,2,2,2,2,3,2,3,3,3,1,3,0,7,6,6,4
Gene27862,3,4,5,6,6,9,8,9,14,1,6,0,7,12,13,12
Gene27863,8,5,5,5,5,9,15,14,7,5,14,9,17,17,18,20
Gene27864,3,2,2,4,2,2,3,2,29,19,33,7,3,1,1,1
Gene27865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27866,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
Gene27867,5,4,4,5,4,6,8,7,1,1,4,1,11,10,8,11
Gene27868,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gene27869,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5
Gene27870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27871,0,0,0,0,0,0,1,2,0,0,0,0,2,2,2,3
Gene27872,2,2,3,5,7,1,2,1,0,0,0,0,1,0,0,0
Gene27873,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,1
Gene27874,8,7,9,7,10,10,16,16,2,1,6,0,15,18,17,18
Gene27875,0,1,0,0,2,0,1,1,1,3,2,0,0,0,0,0
Gene27876,0,0,0,0,0,0,1,2,0,0,1,0,0,1,3,1
Gene27877,15,16,14,15,9,17,16,16,5,1,6,1,14,14,15,17
Gene27878,4,4,1,6,6,9,7,5,16,0,3,0,6,9,12,3
Gene27879,40,33,32,35,24,12,4,5,0,0,0,0,2,1,3,1
Gene27880,2,2,2,2,4,7,9,8,66,6,36,9,10,11,6,6
Gene27881,6,5,6,6,17,15,17,18,5,3,6,2,18,20,19,16
Gene27882,1,1,1,1,0,0,1,2,2,0,1,0,1,1,0,1
Gene27883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27884,1,1,1,2,1,0,4,4,1,0,1,0,4,6,2,2
Gene27885,0,1,1,1,4,1,4,4,3,1,3,0,2,7,3,4
Gene27886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27889,8,13,9,14,24,13,14,13,4,1,5,2,15,15,11,13
Gene27890,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gene27891,0,0,0,0,0,0,2,1,1,0,3,0,2,2,1,2
Gene27892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gene27894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27895,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
Gene27896,4,4,3,5,1,4,7,7,2,0,2,0,7,8,7,7
Gene27897,3,5,4,4,3,3,4,4,0,1,1,0,4,3,2,4
Gene27898,1,0,1,5,3,4,6,8,3,1,6,0,9,10,10,10
Gene27899,2,3,2,0,5,5,7,7,11,4,16,3,7,5,9,7
Gene27900,10,8,11,14,12,13,20,20,19,5,27,4,24,28,25,24
Gene27901,0,0,0,0,0,0,0,2,324,164,370,401,0,0,0,0
Gene27902,1,1,1,1,2,1,1,2,1,0,2,2,2,3,5,1
Gene27903,0,0,0,0,2,1,0,2,1,0,1,0,1,1,0,1
Gene27904,1,0,3,1,3,1,3,1,1,1,2,1,3,3,4,4
Gene27905,16,14,14,14,56,58,55,48,4,3,4,1,79,120,123,39
Gene27906,4,4,3,3,2,2,2,2,0,0,0,0,3,2,2,3
Gene27907,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Gene27908,0,1,0,2,0,1,1,0,1,0,3,0,1,0,0,1
Gene27909,8,12,4,3,2,7,9,10,0,0,0,0,8,9,7,8
Gene27910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27911,0,0,1,1,2,1,1,3,19,3,20,3,3,2,3,2
Gene27912,6,5,4,4,7,7,4,7,135,255,86,260,7,6,7,5
Gene27913,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
Gene27914,1,0,1,1,0,2,2,3,0,0,0,0,2,2,3,3
Gene27915,1,1,1,1,0,1,5,4,0,0,1,0,6,6,4,4
Gene27916,9,7,11,10,10,20,26,29,11,0,18,2,37,34,31,42
Gene27917,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0
Gene27918,5,5,6,5,3,7,8,9,0,0,0,0,5,5,5,5
Gene27919,0,0,0,0,0,1,2,2,0,0,1,0,2,2,1,2
Gene27920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gene27922,3,3,4,2,4,6,10,10,2,0,5,1,10,10,8,8
Gene27923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gene27924,243,242,230,232,310,227,158,161,260,534,148,433,155,147,128,133
Gene27925,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1
Gene27926,0,0,0,0,0,1,3,4,0,0,0,0,5,2,4,3
Gene27927,5,3,5,3,2,3,2,2,0,1,0,0,3,3,1,2
Gene27928,24,24,24,23,19,31,39,39,21,10,31,8,41,46,39,40
Gene27929,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
Gene27930,1,2,1,1,0,1,3,4,4,0,7,4,4,5,5,4
Gene27931,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Gene27932,2,2,1,4,3,0,1,2,0,0,0,0,1,0,0,2
Gene27933,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0
Gene27934,2,5,3,0,3,3,5,1,0,0,0,0,7,5,8,1
Gene27935,303,290,296,387,470,320,371,377,328,177,274,213,447,456,535,530
Gene27936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27937,1,1,1,1,2,3,2,3,0,0,1,0,2,4,3,3
Gene27938,3,5,6,6,7,11,11,10,2,0,3,0,7,8,6,11
Gene27939,1,1,2,1,4,3,7,4,0,1,2,0,3,7,2,3
Gene27940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gene27941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27942,1,1,1,1,0,1,5,4,0,0,0,0,4,3,6,4
Gene27943,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Gene27944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27949,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0
Gene27950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27954,14,17,12,22,57,20,9,12,11,5,9,8,18,16,24,22
Gene27955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27956,1,1,1,1,0,1,1,1,1,0,3,0,4,6,3,2
Gene27957,81,78,70,68,39,36,33,39,0,0,1,2,27,16,26,30
Gene27958,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1
Gene27959,5,6,4,5,10,14,11,8,1,2,1,0,23,21,19,23
Gene27960,31,25,29,28,41,35,32,41,12,6,18,10,31,32,40,28
Gene27961,14,13,19,16,10,38,24,17,24,4,27,0,23,24,24,34
Gene27962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27963,4,6,6,6,8,8,12,13,7,3,13,1,12,16,15,14
Gene27964,2,2,1,2,5,2,3,5,0,1,0,0,2,3,3,3
Gene27965,56,63,62,79,83,69,68,62,54,55,83,21,68,62,58,62
Gene27966,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,3
Gene27967,2,3,2,2,4,3,7,7,5,1,9,0,11,10,9,9
Gene27968,1043,1188,918,1011,869,638,548,515,6,24,4,2,537,627,475,634
Gene27969,0,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0
Gene27970,4,5,7,5,9,10,11,14,13,1,9,0,14,13,12,10
Gene27971,0,0,0,1,0,0,0,0,16,8,18,11,0,0,0,1
Gene27972,2,5,2,1,0,3,2,3,1,0,0,0,1,0,0,1
Gene27973,0,1,1,0,2,1,1,1,0,1,0,0,1,1,0,1
Gene27974,1,2,1,1,3,3,4,5,0,0,2,0,4,4,4,6
Gene27975,7,4,5,0,4,6,3,6,1,2,7,21,10,3,8,9
Gene27976,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gene27977,8,6,4,6,4,8,6,5,10,8,11,1,10,9,7,4
Gene27978,4,5,4,4,2,1,1,1,0,0,0,1,0,1,0,0
Gene27979,8,7,9,11,7,9,11,12,0,0,1,0,12,8,12,16
Gene27980,3,2,3,2,11,5,10,7,0,0,1,0,6,8,7,1
Gene27981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27984,0,0,0,0,1,2,0,0,269,413,144,133,0,0,0,0
Gene27985,21,27,25,20,26,14,13,14,30,39,3,1,15,16,17,11
Gene27986,22,25,27,25,20,30,49,51,16,3,18,2,57,61,70,57
Gene27987,0,0,0,0,0,1,2,2,0,0,1,0,2,1,2,1
Gene27988,3,1,3,2,1,1,3,4,50,46,54,99,3,2,2,4
Gene27989,13,12,11,13,12,9,10,9,12,9,21,18,16,11,9,12
Gene27990,1,1,1,1,1,2,2,3,1,0,4,0,1,2,2,2
Gene27991,0,1,1,1,3,2,4,5,0,0,0,0,2,5,1,2
Gene27992,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Gene27993,1,0,1,0,1,1,4,4,0,0,1,0,2,1,2,3
Gene27994,1,1,1,1,2,2,3,3,0,0,0,0,3,3,3,4
Gene27995,0,0,0,1,1,1,3,4,0,0,0,0,4,3,2,4
Gene27996,0,0,0,0,0,0,0,0,56,4,52,4,0,0,0,0
Gene27997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gene27998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene27999,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0
Gene28000,8,7,6,6,5,9,8,10,5,1,4,2,7,8,9,5
Gene28001,7,7,6,4,3,4,4,6,0,0,0,0,6,6,5,10
Gene28002,3,3,2,2,6,8,7,7,0,0,1,0,5,4,6,7
Gene28003,0,0,0,0,1,0,0,3,1,0,4,0,2,4,2,1
Gene28004,12,14,14,19,29,15,17,17,16,17,15,4,16,16,14,16
Gene28005,32,35,29,28,20,22,26,27,3,0,5,1,31,29,31,34
Gene28006,4,7,3,6,7,4,5,6,0,0,0,0,1,1,3,1
Gene28007,9,6,4,5,6,10,10,17,0,0,0,0,11,11,6,15
Gene28008,14,13,16,15,30,24,21,20,24,50,14,3,19,19,18,15
Gene28009,15,9,8,11,11,9,8,4,15,21,3,3,4,7,6,4
Gene28010,37,39,31,32,5,5,14,13,0,0,2,0,0,0,0,0
Gene28011,11,14,15,13,23,19,16,18,46,16,12,1,14,14,12,9
Gene28012,3,5,3,3,4,11,18,19,9,1,17,1,20,23,25,23
Gene28013,30,30,34,36,46,47,47,46,57,6,46,7,49,54,51,46
Gene28014,0,0,1,1,1,0,0,0,219,91,351,119,0,0,0,0
Gene28015,23,28,25,26,33,32,45,44,9,8,19,9,48,45,46,52
Gene28016,1,1,1,1,1,1,2,3,0,0,0,0,4,5,4,2
Gene28017,0,0,0,0,0,1,0,0,28,15,43,80,0,0,0,0
Gene28018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28019,1,1,1,1,1,1,1,0,0,0,0,0,2,1,1,2
Gene28020,1,1,1,1,1,0,1,2,0,0,0,0,0,2,1,0
Gene28021,2227,1949,2170,2461,2646,2640,3229,3102,2529,1406,3302,3440,3089,3101,2840,3114
Gene28022,3,2,1,1,4,4,1,3,0,0,1,0,3,3,1,0
Gene28023,2,2,1,1,2,5,8,11,1,0,5,0,11,11,6,7
Gene28024,13,21,18,15,32,29,24,21,48,14,31,4,26,29,25,20
Gene28025,694,688,636,519,504,452,368,336,593,750,312,589,297,281,275,268
Gene28026,1,2,2,0,1,2,3,5,4,0,3,0,4,4,3,5
Gene28027,2,1,2,3,3,2,3,2,0,0,0,0,1,4,2,4
Gene28028,1,1,1,2,3,2,4,5,2,1,3,0,6,3,4,5
Gene28029,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0
Gene28030,21,24,13,10,25,17,24,20,18,18,14,2,22,13,16,16
Gene28031,23,22,25,21,31,25,23,25,34,18,29,11,20,23,31,29
Gene28032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28033,3,4,0,0,0,0,4,2,0,0,1,6,7,4,2,3
Gene28034,0,0,1,0,1,1,0,1,9,1,14,2,1,1,0,1
Gene28035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28036,1,1,1,1,1,1,2,2,0,0,0,0,2,2,2,2
Gene28037,1,1,1,1,1,1,1,2,0,0,0,0,1,1,1,2
Gene28038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28039,19,19,20,19,16,23,32,35,25,12,40,12,29,30,33,28
Gene28040,19,17,21,21,66,48,43,42,78,31,115,28,72,81,84,70
Gene28041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28042,10,16,9,8,23,17,13,17,17,21,6,2,17,13,11,17
Gene28043,3,1,2,4,4,4,6,6,4,1,6,1,6,7,6,6
Gene28044,1,1,2,1,2,3,6,6,3,0,6,0,4,8,7,6
Gene28045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gene28047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gene28048,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1
Gene28049,3,3,2,3,4,3,3,6,3,1,4,0,8,7,7,6
Gene28050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28052,1,2,2,3,2,3,5,6,9,0,10,0,7,5,7,6
Gene28053,0,1,0,0,0,1,4,3,0,0,1,1,1,2,3,2
Gene28054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28056,0,0,0,0,1,1,3,4,0,0,1,0,2,3,2,2
Gene28057,15,15,16,18,30,17,18,19,15,6,13,1,18,18,20,17
Gene28058,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0
Gene28059,0,0,1,1,0,1,2,3,0,0,0,0,1,2,0,1
Gene28060,15,16,16,18,39,31,31,32,34,14,24,8,33,36,35,29
Gene28061,0,0,1,0,0,0,0,5,0,0,0,0,2,3,0,3
Gene28062,2,0,1,1,1,6,4,6,0,0,0,0,7,9,6,7
Gene28063,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2
Gene28064,1,0,5,1,1,0,0,4,0,0,0,0,0,1,0,0
Gene28065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28066,3,2,3,3,1,2,4,6,4,0,2,0,4,5,4,5
Gene28067,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1
Gene28068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28070,1,2,3,3,2,1,0,0,0,0,0,0,0,2,3,2
Gene28071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28072,28,32,33,36,30,27,29,31,0,0,4,0,31,16,33,34
Gene28073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gene28075,3,3,3,5,4,2,2,2,0,0,0,0,2,1,1,1
Gene28076,4,4,4,3,8,5,9,10,0,0,0,0,13,13,9,12
Gene28077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene28079,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Gene28080,4,2,2,2,2,10,6,4,3,8,0,7,5,4,4,4
Gene28081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28084,4,6,4,5,2,1,4,2,0,0,0,0,2,3,1,1
Gene28085,10,10,11,10,9,10,12,11,28,13,93,5,9,14,13,12
Gene28086,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0
Gene28087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28089,0,1,2,2,0,1,1,1,0,0,0,0,1,0,1,1
Gene28090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28092,17,21,18,19,22,18,22,16,6,7,11,9,17,17,16,19
Gene28093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gene28094,2,1,2,2,1,1,3,3,1,0,1,0,0,0,1,0
Gene28095,2,1,2,2,1,1,3,3,1,0,1,0,0,0,1,0
Gene28096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28097,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0
Gene28098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28099,0,0,0,0,0,0,1,2,0,0,0,0,2,1,2,3
Gene28100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28103,1,1,1,1,1,0,2,2,0,0,0,0,0,0,1,1
Gene28104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28105,0,0,0,0,0,0,0,0,1,3,4,1,3,0,0,0
Gene28106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gene28108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28110,5,4,7,6,4,8,13,16,3,0,8,1,16,15,15,19
Gene28111,3,3,4,3,5,7,9,11,0,0,0,0,11,6,6,5
Gene28112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28115,9,8,8,9,9,12,14,15,3,1,9,1,16,14,14,13
Gene28116,0,0,0,0,0,1,2,2,0,0,0,0,1,1,2,2
Gene28117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28118,0,0,0,0,0,1,3,3,1,0,2,0,4,4,4,3
Gene28119,14,25,17,13,16,15,10,9,16,12,5,0,11,11,8,11
Gene28120,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Gene28121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28125,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Gene28126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28127,1,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0
Gene28128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28137,0,0,0,0,0,6,0,2,2,0,4,0,1,7,7,7
Gene28138,6,8,5,7,16,11,5,4,8,7,3,0,5,7,6,8
Gene28139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28141,3,2,2,2,4,4,3,5,3,4,2,2,3,4,1,6
Gene28142,0,1,0,1,2,2,0,2,0,0,0,0,1,0,0,1
Gene28143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gene28144,0,0,0,0,0,0,0,1,28,5,27,4,1,1,1,1
Gene28145,0,0,0,0,0,0,0,0,6,5,6,1,0,0,0,0
Gene28146,0,0,0,0,0,0,1,1,9,1,9,6,1,1,1,1
Gene28147,0,0,0,0,0,0,0,0,2,3,2,1,1,1,1,1
Gene28148,0,1,1,1,1,1,2,3,12,8,26,12,4,3,3,3
Gene28149,9,9,7,6,12,14,9,8,27,8,15,1,7,8,7,9
Gene28150,0,0,0,0,0,2,3,4,0,1,2,0,4,5,6,5
Gene28151,6,6,5,5,9,9,13,14,4,2,13,0,13,16,14,17
Gene28152,24,28,25,28,46,41,41,39,71,35,50,17,61,53,48,60
Gene28153,0,0,0,0,1,0,1,1,1,1,4,2,0,0,0,0
Gene28154,5,4,6,7,8,10,18,18,8,2,11,1,19,20,20,18
Gene28155,0,1,1,2,2,5,8,7,0,0,0,0,9,12,11,13
Gene28156,4,4,5,4,6,10,14,16,8,2,13,3,16,15,18,16
Gene28157,6,6,7,8,22,22,34,35,9,2,14,2,42,50,52,32
Gene28158,10,12,14,14,13,17,33,32,3,0,16,0,45,41,47,42
Gene28159,0,1,0,0,2,1,2,3,0,0,2,0,2,4,1,3
Gene28160,6,8,11,10,17,17,20,25,8,2,10,0,19,23,24,18
Gene28161,1,1,1,0,0,0,2,5,11,2,22,4,2,3,4,3
Gene28162,26,21,22,23,36,41,47,47,48,14,50,19,45,47,46,44
Gene28163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28165,6,4,5,6,11,12,15,15,6,2,5,0,13,12,14,14
Gene28166,3,2,1,2,3,2,2,4,0,0,0,0,3,2,3,4
Gene28167,0,0,0,1,0,0,1,2,0,2,1,0,3,0,3,2
Gene28168,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Gene28169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28170,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Gene28171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28173,4,3,4,4,1,3,6,7,0,1,3,0,6,5,6,7
Gene28174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28176,1,0,1,2,1,1,2,4,0,0,0,0,2,2,6,3
Gene28177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28181,1,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0
Gene28182,0,2,0,0,0,0,3,2,1,0,0,0,0,0,0,3
Gene28183,0,1,1,0,0,2,1,1,0,0,0,0,2,2,2,2
Gene28184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gene28187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28190,3,3,3,2,4,5,8,8,1,0,1,0,4,7,10,8
Gene28191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Gene28192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28193,5,6,5,4,6,5,5,4,1,0,1,0,1,2,3,3
Gene28194,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
Gene28195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene28197,2,1,2,3,7,6,9,10,3,1,5,0,11,12,19,11
Gene28198,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Gene28199,3,0,1,1,1,0,0,0,8,1,5,5,0,0,0,0
Gene28200,17,8,10,9,3,3,3,2,58,24,74,64,0,0,1,0
Gene28201,1,1,0,1,1,1,1,1,1,3,3,8,1,1,1,1
Gene28202,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Gene28203,0,0,0,1,0,3,6,9,0,0,0,0,4,6,5,7
Gene28204,0,0,0,0,0,1,8,5,4,0,12,0,12,9,12,9
Gene28205,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0
Gene28206,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0
Gene28207,4,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0
Gene28208,0,0,0,0,0,0,3,1,0,0,0,0,1,2,1,0
Gene28209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28210,5,7,5,5,4,2,1,3,0,0,0,0,3,3,4,2
Gene28211,9,10,5,5,14,11,11,10,5,5,5,0,12,5,14,8
Gene28212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gene28214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene28215,0,0,3,1,0,0,3,1,0,0,0,1,2,0,0,0
Gene28216,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4
Gene28217,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,1
Gene28218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28220,3,1,1,1,4,1,1,2,2,1,0,0,2,2,1,1
Gene28221,53,46,47,39,17,30,25,25,14,15,11,15,14,14,13,14
Gene28222,0,0,0,0,0,0,0,0,10,4,18,8,0,0,0,0
Gene28223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene28224,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1
Gene28225,10,15,13,4,10,7,6,9,12,4,14,8,9,7,9,8
Gene28226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
